"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification date"
1515035,"Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang,Ulan-chulutuin dugang",48.61667,99.8,"P","PPL","MN","MN",13,NA,NA,NA,0,NA,1933,"Asia/Ulaanbaatar","2012-01-17"
1515036,"Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang,Ulan-chulutuin dugang",48.43333,99.7,"P","PPL","MN","MN",13,NA,NA,NA,0,NA,1850,"Asia/Ulaanbaatar","2012-01-17"
1515037,"Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang","Ulaan Chuluutayn Dugang,Ulan-chulutuin dugang",48.03333,99.85,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,2089,"Asia/Ulaanbaatar","2012-01-17"
1515038,"Ulaan Bulag","Ulaan Bulag","Rodnik Ulan bulak,Ulaan Bulag",46.81667,94.15,"H","SPNG","MN","MN",12,NA,NA,NA,0,NA,1589,"Asia/Hovd","2012-01-17"
1515039,"Ujigiin Talaiin Dugang","Ujigiin Talaiin Dugang","Uchzhigin Talain Dugang,Uchzhigin Talayn dugang,Ujigiin Talaiin Dugang",47.95,98.88333,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,2250,"Asia/Ulaanbaatar","2012-01-17"
1515040,"Uhur Ulaan Uul","Uhur Ulaan Uul","",43.05,99.91667,"T","MT","MN","",14,NA,NA,NA,0,NA,1410,"Asia/Ulaanbaatar","1994-01-14"
1515041,"Wu-ho-erh-ch’u-lu-t’e","Wu-ho-erh-ch'u-lu-t'e","Uher Chuluut Uul,Wu-ho-erh-ch'u-lu-t'e,Wu-ho-erh-ch’u-lu-t’e,Üher Chuluut Uul",45,93.16667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2053,"Asia/Hovd","2014-03-06"
1515042,"Ugaleïn Nuruu","Ugalein Nuruu","Mao-ko-le-chu-erh-yin-wu-la,Ugalein Nuruu,Ugaleïn Nuruu",42.6,99.03333,"T","MTS","MN","MN",0,NA,NA,NA,0,NA,1134,"Asia/Ulaanbaatar","2014-03-06"
1515043,"Ugaldzïn Uul","Ugaldzin Uul","Ugaldzin Uul,Ugaldzïn Uul,Wu-ka-le-chin-wu-la",44.93333,93.7,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1952,"Asia/Hovd","2012-01-17"
1515044,"Üdzüür Usa Hudag","Udzuur Usa Hudag","Kolodets Utszyur usu khuduk,Udzuur Us Hudag,Udzuur Usa Hudag,Udzüür Us Hudag,Üdzüür Usa Hudag",44.26667,99.75,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1840,"Asia/Ulaanbaatar","2012-01-17"
1515045,"Üdzüür Tsagaan Nuur","Udzuur Tsagaan Nuur","Odzuur Tsagaan Nuur,Odzüür Tsagaan Nuur,Ozero Utszyur Tsagan-nur,Udzuur Tsagaan Nuur,Wu-chu-erh-ch'a-kan-no-erh,Wu-chu-erh-ch’a-kan-no-erh,Üdzüür Tsagaan Nuur",45.16667,91.41667,"H","LK","MN","MN",12,NA,NA,NA,0,NA,1243,"Asia/Hovd","2012-01-17"
1515046,"Wu-chu-erh-hu-jeng-wu-la","Wu-chu-erh-hu-jeng-wu-la","Udzuur Huren Uul,Wu-chu-erh-hu-jeng-wu-la,Üdzüür Hüren Uul",45.01667,93.36667,"T","MT","MN","",10,NA,NA,NA,0,NA,2027,"Asia/Hovd","2012-01-17"
1515047,"K’o-tzu-pa-ssu-t’ao Shan","K'o-tzu-pa-ssu-t'ao Shan","K'o-tzu-pa-ssu-t'ao Shan,K’o-tzu-pa-ssu-t’ao Shan,Udiyn Usni Tolgoy,Üdiyn Usnï Tolgoy",45.6,90.66667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1191,"Asia/Hovd","2014-03-06"
1515048,"Wu-ting-wu-su-ni-t’a-la","Wu-ting-wu-su-ni-t'a-la","Udiyn Usni Tal,Wu-ting-wu-su-ni-t'a-la,Wu-ting-wu-su-ni-t’a-la,Üdiyn Usnï Tal",45.56667,90.66667,"T","PLN","MN","CN",0,NA,NA,NA,0,NA,1227,"Asia/Hovd","2014-03-06"
1515049,"Üdiyn Usnï Bulag","Udiyn Usni Bulag","Udiyn Usni Bulag,Wu-ting-wu-su-ni-pu-la-ko,Üdiyn Usnï Bulag",45.6,90.66667,"H","SPNG","MN","MN",12,NA,NA,NA,0,NA,1191,"Asia/Hovd","2012-01-17"
1515050,"Ub Ulaan Bulag","Ub Ulaan Bulag","Rodnik Ubulun bulak,Ub Ulaan Bulag",44.75,95.58333,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,2362,"Asia/Hovd","2012-01-17"
1515051,"Tyuyunï Sala-su Gol","Tyuyuni Sala-su Gol","",48.25,88.73333,"H","STM","MN","",3,NA,NA,NA,0,NA,2402,"Asia/Hovd","1994-01-14"
1515052,"Tüymert Uul","Tuymert Uul","T'ui-mu-erh-t'e-wu-la,Tuymert Uul,Tüymert Uul,T’ui-mu-erh-t’e-wu-la",46.48333,91.06667,"T","MT","MN","MN",12,NA,NA,NA,0,NA,2425,"Asia/Hovd","2012-01-17"
1515053,"Torgon Nuur","Torgon Nuur","Ozero Targon nur,Ozero Turgo-Nor,Ozero Turgu-Nur,T'u-erh-kuo Hu,Targaan Nuur,Targan Nuur,Torgon,Torgon Nuur,Tuurga Nuur,T’u-erh-kuo Hu",51.46611,99.47083,"H","LK","MN","MN",13,NA,NA,NA,0,NA,1534,"Asia/Ulaanbaatar","2012-01-17"
1515054,"Tuulaytïn Gol","Tuulaytin Gol","T'u-lai-t'ing-kao-le,Tuulaytin Gol,Tuulaytïn Gol,T’u-lai-t’ing-kao-le",46.88333,91.13333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,1944,"Asia/Hovd","2012-01-17"
1515055,"Tu-tzu-han-su-hai","Tu-tzu-han-su-hai","",42.75,98.8,"P","PPL","MN","",2,NA,NA,NA,0,NA,1556,"Asia/Ulaanbaatar","1994-01-14"
1515056,"Tüshinte Dabaa","Tushinte Dabaa","Pereval Tushintu daba,Tushinte Dabaa,Tushinte Davaa,Tüshinte Dabaa,Tüshinte Davaa",47.58333,90.71667,"T","PASS","MN","MN",3,NA,NA,NA,0,NA,2638,"Asia/Hovd","2012-01-17"
1515057,"Türgen Uula","Turgen Uula","Gora Turgun,T'u-erh-kung Shan,Turgen Uula,Turgun Ula,Turgun Yamachu,Türgen Uula,T’u-erh-kung Shan",49.7,91.43333,"T","MT","MN","MN",19,NA,NA,NA,0,NA,3227,"Asia/Hovd","2012-01-17"
1515058,"Türgen Uul","Turgen Uul","Kundelun Mountains,Turgen Nuruu,Turgen Uul,Turgeni-nuru,Turgun Mountains,Turgun' Khrebet,Turgungebirge,Turgun’ Khrebet,Turugun Shan-mo,Türgen Nuruu,Türgen Uul",49.8,91.25,"T","MTS","MN","MN",19,NA,NA,NA,0,NA,3239,"Asia/Hovd","2012-01-17"
1515059,"Sha-wu-chin-so-la-ta-fan","Sha-wu-chin-so-la-ta-fan","Sha-wu-chin-so-la-ta-fan,Turgen Nuurin Davaa,Türgen Nuurïn Davaa",47.9,89.71667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,3064,"Asia/Hovd","2014-03-06"
1515060,"Türgeniy Salaa","Turgeniy Salaa","T'u-erh-ken-ni-sa-la,Turgeniy Salaa,Türgeniy Salaa,T’u-erh-ken-ni-sa-la",47.93333,89.78333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2482,"Asia/Hovd","2012-01-17"
1515061,"Türgeniy Dzüün Salaa","Turgeniy Dzuun Salaa","T'u-erh-ken-ni-chun-sa-la,Turgeniy Dzuun Salaa,Türgeniy Dzüün Salaa,T’u-erh-ken-ni-chun-sa-la",47.16667,90.73333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2634,"Asia/Hovd","2012-01-17"
1515062,"Türgen Gol","Turgen Gol","",49.98333,92.63333,"H","STMI","MN","",19,NA,NA,NA,0,NA,767,"Asia/Hovd","1994-01-14"
1515063,"Türgen Gol","Turgen Gol","",49.88333,91.35,"H","STM","MN","",19,NA,NA,NA,0,NA,1959,"Asia/Hovd","1994-01-14"
1515064,"Türgen Gol","Turgen Gol","",48.6,89.93333,"H","STM","MN","",3,NA,NA,NA,0,NA,2080,"Asia/Hovd","1994-01-14"
1515065,"Türgen Gol","Turgen Gol","T'u-erh-ken-kao-le,Turgen Gol,Türgen Gol,T’u-erh-ken-kao-le",48.03333,89.48333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2340,"Asia/Hovd","2012-01-17"
1515066,"Türgen Gol","Turgen Gol","T'u-erh-ken-kao-le,Turgen Gol,Türgen Gol,T’u-erh-ken-kao-le",48.01667,89.81667,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2400,"Asia/Hovd","2012-01-17"
1515067,"Türgen Gol","Turgen Gol","T'u-erh-ken-kao-le,Turgen Gol,Türgen Gol,T’u-erh-ken-kao-le",47.18333,90.83333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2266,"Asia/Hovd","2012-01-17"
1515068,"Türgen Davaa","Turgen Davaa","T'u-erh-ken-ta-fan,Turgen Davaa,Türgen Davaa,T’u-erh-ken-ta-fan",48.05,89.41667,"T","PASS","MN","MN",3,NA,NA,NA,0,NA,2783,"Asia/Hovd","2012-01-17"
1515069,"T’u-erh-ken-ta-fan","T'u-erh-ken-ta-fan","T'u-erh-ken-ta-fan,Turgen Davaa,Türgen Davaa,T’u-erh-ken-ta-fan",47.08333,90.66667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,3070,"Asia/Hovd","2014-03-06"
1515070,"Türgen","Turgen","",45.81667,95.25,"P","PPL","MN","",10,NA,NA,NA,0,NA,1876,"Asia/Hovd","1995-12-20"
1515071,"Tüngetiyn Har Uul","Tungetiyn Har Uul","T'ung-ko-t'ing-ha-erh-wu-la,Tungetiyn Har Uul,Tüngetiyn Har Uul,T’ung-ko-t’ing-ha-erh-wu-la",46.06667,91.06667,"T","MT","MN","MN",12,NA,NA,NA,0,NA,1462,"Asia/Hovd","2012-01-17"
1515072,"Tungalag Hudag","Tungalag Hudag","Kolodets Tungalag khuduk,Tungalag Hudag",47.33333,93.5,"H","WLL","MN","MN",12,NA,NA,NA,0,NA,1361,"Asia/Hovd","2012-01-17"
1515073,"Tungalag Bulag","Tungalag Bulag","Rodnik Tungulak bulak,Tungalag Bulag",46.1,94.78333,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,1072,"Asia/Hovd","2012-01-17"
1515074,"Tunamal Nuur","Tunamal Nuur","Ozero Tunemal,Ozero Tunemel nur,Ozero Tunemul,Ozero Tunumul,Tunamal Nuur,Tynamar Nuur",49.41389,98.52861,"H","LK","MN","MN",13,NA,NA,NA,0,NA,1879,"Asia/Ulaanbaatar","2012-01-17"
1515075,"Tümen","Tumen","Tumen,Tumen Suma,Tumun Somon,Tümen,Tümen Suma",46.33333,96.28333,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,2211,"Asia/Hovd","2012-01-17"
1515076,"Tulan Uul","Tulan Uul","",49.05,91.63333,"T","MT","MN","",19,NA,NA,NA,0,NA,1849,"Asia/Hovd","1994-01-14"
1515077,"Tulan Uul","Tulan Uul","",48.96667,91.53333,"T","MT","MN","",19,NA,NA,NA,0,NA,2183,"Asia/Hovd","1994-01-14"
1515078,"Tuhmin Hooloy","Tuhmin Hooloy","",44.85,99.51667,"T","PLN","MN","",2,NA,NA,NA,0,NA,1736,"Asia/Ulaanbaatar","1994-01-14"
1515079,"Tugreg","Tugreg","",47.63333,90.55,"T","MT","MN","",3,NA,NA,NA,0,NA,2906,"Asia/Hovd","1994-01-14"
1515080,"Tugalchiyn Har Uul","Tugalchiyn Har Uul","T'u-ka-le-ch'in-ha-erh,Tugalchiyn Har Uul,T’u-ka-le-ch’in-ha-erh",45.13333,91.23333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2084,"Asia/Hovd","2014-03-06"
1515081,"Tübshin Nuur","Tubshin Nuur","Lake Tutshin-nur,Ozero Tubshin-nur,Tubshin Nuur,Tübshin Nuur",47.31667,90.71667,"H","LK","MN","MN",3,NA,NA,NA,0,NA,2584,"Asia/Hovd","2012-01-17"
1515082,"Tübshin Dabaa","Tubshin Dabaa","Pereval Tubshin daba,Tubshin Dabaa,Tubshin Davaa,Tübshin Dabaa,Tübshin Davaa",47.4,90.75,"T","PASS","MN","MN",3,NA,NA,NA,0,NA,2748,"Asia/Hovd","2012-01-17"
1515083,"Tsünhegiyn Tasarhay Salaa","Tsunhegiyn Tasarhay Salaa","Ch'ung-ho-ken-t'a-sa-erh-hai-sa-la,Ch’ung-ho-ken-t’a-sa-erh-hai-sa-la,Tsunhegiyn Tasarhay Salaa,Tsünhegiyn Tasarhay Salaa",48.01667,89.48333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2234,"Asia/Hovd","2012-01-17"
1515084,"Tsunhal Nur","Tsunhal Nur","Lake Tsunkul' Nur,Lake Tsunkul’ Nur,Ozero Tsunkhul' nur,Ozero Tsunkhul’ nur,Tsunhal Nur",46.66667,91.58333,"H","LK","MN","MN",3,NA,NA,NA,0,NA,2394,"Asia/Hovd","2012-01-17"
1515085,"Tsorjiin Hüryee","Tsorjiin Huryee","Tsorchzhiin khure,Tsorjiin Huryee,Tsorjiin Hüryee,Tsorzhiin Khure",46.51667,98.4,"P","PPL","MN","MN",2,NA,NA,NA,0,NA,2376,"Asia/Ulaanbaatar","2012-01-17"
1515086,"Tsoohor Nuur","Tsoohor Nuur","Gashun Nor,Lake Tsokhov-nur,Ozero Tsokhor-nur,Ozero Tsukhir-Nur,Ozero Tsukhur-nor,Tsoohor Nuur,Tsukur Nor",46,91.58333,"H","LK","MN","MN",12,NA,NA,NA,0,NA,1326,"Asia/Hovd","2012-01-17"
1515087,"Tsolen Boodo Uul","Tsolen Boodo Uul","",44.91667,94.66667,"T","MT","MN","",10,NA,NA,NA,0,NA,2396,"Asia/Hovd","1994-01-14"
1515088,"Tsogtjargalan","Tsogtjargalan","",47.58333,95.25,"P","PPL","MN","",9,NA,NA,NA,0,NA,1381,"Asia/Hovd","2003-05-01"
1515089,"Tsetserligiin Örtöö","Tsetserligiin Ortoo","Tsetserligiin Ortoo,Tsetserligiin Örtöö,Tsetserligin urto",49.5,97.03333,"P","PPL","MN","MN",13,NA,NA,NA,0,NA,1587,"Asia/Ulaanbaatar","2012-01-17"
1515090,"Tsetserligiin Bayshing","Tsetserligiin Bayshing","Tsetserligiin Bayshing,Tsetserligin Bayshing",45.8,94.4,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,2579,"Asia/Hovd","2012-01-17"
1515091,"Tsetserlig Gol","Tsetserlig Gol","Tsetserleg Gol,Tsetserli gol,Tsetserlig Gol",49.5,97.01667,"H","STM","MN","MN",13,NA,NA,NA,0,NA,1732,"Asia/Ulaanbaatar","2012-01-17"
1515092,"Tsetserleg","Tsetserleg","Ondor Hangay Suma,Ondorhangay,Ondorkhangai,Öndör Hangay Suma,Öndörhangay,Öndörkhangaï",49.27128,94.85836,"P","PPLA2","MN","MN",19,NA,NA,NA,0,NA,1870,"Asia/Hovd","2007-10-25"
1515093,"Tsetsergen Gol","Tsetsergen Gol","",49.83333,92.88333,"H","STMI","MN","",19,NA,NA,NA,0,NA,920,"Asia/Hovd","1994-01-14"
1515094,"Tsetserengiin Dugang","Tsetserengiin Dugang","Chitserengiin dugang,Tsetserengiin Dugang,Tsitserengiin dugang",45.75,96.5,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,2105,"Asia/Hovd","2012-01-17"
1515095,"Tsetsen Uul","Tsetsen Uul","",45.13333,99.1,"T","MT","MN","",2,NA,NA,NA,0,NA,2699,"Asia/Ulaanbaatar","1994-01-14"
1515096,"Tsetsen Hayrhan Uul","Tsetsen Hayrhan Uul","",48.85,95.53333,"T","MTS","MN","",9,NA,NA,NA,0,NA,2208,"Asia/Hovd","1994-01-14"
1515097,"Tsetsegnuur","Tsetsegnuur","Tsetseg,Tsetseg Nuur,Tsetseg Somon,Tsetseg Suma,Tsetseg nuur sumu,Tsetseg-Nur,Tsetsegnuur",46.6,93.26667,"P","PPLA2","MN","",12,NA,NA,NA,0,NA,1709,"Asia/Hovd","2012-01-17"
1515098,"Tsetseg Nuur","Tsetseg Nuur","Ch'i-ch'i-ko Hu,Chichiku Noru Mizu-umi,Ch’i-ch’i-ko Hu,Ozero Tsetseg-nur,Ozero Tsitsik-nor,Tsetseg Nor,Tsetseg Nuur,Tsetsek",46.66667,93.25,"H","LK","MN","MN",12,NA,NA,NA,0,NA,1686,"Asia/Hovd","2012-01-17"
1515099,"Tseregin-Gol","Tseregin-Gol","Tseregiin Gol,Tseregin-Gol,Tsergiin Gol,Tsergiyn Gol,Tserigiin Gol",49.75,96.6,"H","STM","MN","RU",0,NA,NA,NA,0,NA,1511,"Asia/Hovd","2014-03-06"
1515100,"Tsenher Hooloy","Tsenher Hooloy","Tsenher Hooloy,Tsenkher-kholay",44.25,98.33333,"T","SAND","MN","MN",2,NA,NA,NA,0,NA,1300,"Asia/Ulaanbaatar","2012-01-17"
1515101,"Tsenher","Tsenher","Monhhayrhan,Monho Hayrhan Suma,Monho hayrhan,Monho hayrhan sumu,Monkhkhairkhan,Monko Khairkhan Sume,Munhe-hairuhan,Munkhe-Khayrkhan-Sumu,Munkhu Khayrkhan Somon,Munkhu-khayrkhan,Mönhhayrhan,Mönhö Hayrhan Suma,Mönhö hayrhan,Mönhö hayrhan sumu,Mönkhkhaïrkhan,Mönkö Khairkhan Sume,Tsastu Ula Somon,Tsenher",46.91667,92.11667,"P","PPLA2","MN","",12,NA,NA,NA,0,NA,2800,"Asia/Hovd","2012-01-17"
1515102,"Tsengeliin Gol","Tsengeliin Gol","Reka Tsangil,Tsangiri Kawa,Tsengeliin Gol",46.15,94.91667,"H","STM","MN","MN",10,NA,NA,NA,0,NA,998,"Asia/Hovd","2012-01-17"
1515103,"Tsengel Hayrhan Uul","Tsengel Hayrhan Uul","Tsengel Hayrhan Uul,Tsengel Khairkhan Uul,Tsengel Khaïrkhan Uul",48.66667,89.33333,"T","MTS","MN","MN",3,NA,NA,NA,0,NA,2876,"Asia/Hovd","2012-01-17"
1515104,"Tsengel Hayrhan Uul","Tsengel Hayrhan Uul","",48.63333,89.06667,"T","MT","MN","",3,NA,NA,NA,0,NA,3063,"Asia/Hovd","1994-01-14"
1515105,"Tsengel Hayrhan Suma","Tsengel Hayrhan Suma","Tsengel Hayrhan Suma,Tsengel hayrhan,Tsengel hayrhan sumu,Tsengel'-Khayrkhan,Tsengel'-Khayrkhan-Somon,Tsengel'-khairkhan somon,Tsengel’-Khayrkhan,Tsengel’-Khayrkhan-Somon,Tsengel’-khairkhan somon",48.75,88.9,"P","PPL","MN","MN",3,NA,NA,NA,0,NA,2311,"Asia/Hovd","2012-01-17"
1515106,"Tseel","Tseel","Tseel,Tseel Suma,Tseel' Somon,Tseel' sumu,Tseel’ Somon,Tseel’ sumu,Tsel,Tsel Sume",45.56667,95.86667,"P","PPLA2","MN","",10,NA,NA,NA,0,NA,2080,"Asia/Hovd","2012-01-17"
1515107,"Tseejiin Usa","Tseejiin Usa","Rodnik Tseechzhiin usu,Tsechzhiin Usu,Tseejiin Usa",45.08333,92.13333,"H","SPNG","MN","MN",12,NA,NA,NA,0,NA,1805,"Asia/Hovd","2012-01-17"
1515108,"Tsebdengiin Hudag","Tsebdengiin Hudag","Kolodets Tsebdengiin Khuduk,Tsebdengiin Hudag",44.33333,99.36667,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1828,"Asia/Ulaanbaatar","2012-01-17"
1515109,"Tsavdan Nuur","Tsavdan Nuur","Tsardan Nuur,Tsavdan Nuur",49.25,95.66667,"H","LK","MN","MN",0,NA,NA,NA,0,NA,1631,"Asia/Hovd","2012-01-17"
1515110,"Tsast Uul","Tsast Uul","Tsasata Uula,Tsast Uul",48.75,90.75,"T","MTS","MN","MN",0,NA,NA,NA,0,NA,3126,"Asia/Hovd","2012-01-17"
1515111,"Tsast Bogd","Tsast Bogd","Ch'a-sa-t'u-po-ko-to Shan,Ch'a-ssu-t'u-po-ku-to Shan,Ch’a-sa-t’u-po-ko-to Shan,Ch’a-ssu-t’u-po-ku-to Shan,Gora Tsasatu bogda ula,Gora Tsast-Bogdo-Ula,Gora Tsastu-bogdo,Munku-Tsasato-bogdo,Tsasata Bogda Uula,Tsasata Bogdo Uula,Tsast Bogd,Tsasutu bogudo yama",46.53333,93.55,"T","MT","MN","MN",0,NA,NA,NA,0,NA,3233,"Asia/Hovd","2012-01-17"
1515112,"Tsartïn Gol","Tsartin Gol","Tsartin Gol,Tsartyn Gol,Tsartïn Gol",48.7,98.75,"H","STM","MN","MN",9,NA,NA,NA,0,NA,1808,"Asia/Hovd","2012-01-17"
1515113,"Tsartayn Hüryee","Tsartayn Huryee","Tsartain khure,Tsartayn Huryee,Tsartayn Hüryee",48.56667,98.63333,"P","PPL","MN","MN",9,NA,NA,NA,0,NA,1755,"Asia/Hovd","2012-01-17"
1515114,"Tsalgar","Tsalgar","Malchin,Malchin Suma,Malchin Sume,Malchin somon,Malchin sumu,Tsalgar,Малчин",49.71667,93.26667,"P","PPLA2","MN","",19,NA,NA,NA,0,NA,1380,"Asia/Hovd","2014-06-27"
1515115,"Tsahiurtïn Sayr","Tsahiurtin Sayr","Ch'a-hei-wu-erh-t'ing-sai-erh,Ch’a-hei-wu-erh-t’ing-sai-erh,Tsahiurtin Sayr,Tsahiurtïn Sayr",45.03333,92.51667,"H","RVN","MN","MN",12,NA,NA,NA,0,NA,1440,"Asia/Hovd","2012-01-17"
1515116,"Tsahir Uula","Tsahir Uula","Gora Tsakhir Ula,Tsahir Uul,Tsahir Uula",47.85,93.96667,"T","MT","MN","MN",9,NA,NA,NA,0,NA,1330,"Asia/Hovd","2012-01-17"
1515117,"Tsahir","Tsahir","Cakhir,Tsahir,Tsahir Suma,Tsahir sumu,Tsakhir,Tsakhir Sume,Tsakhir somon,Цахир",48.07972,98.85167,"P","PPLA2","MN","",1,NA,NA,NA,0,NA,2189,"Asia/Ulaanbaatar","2012-01-17"
1515118,"Tsahildagiin Örtöö","Tsahildagiin Ortoo","Tsahildagiin Ortoo,Tsahildagiin Örtöö,Tsakhildagiin urto",50.01667,92.88333,"P","PPL","MN","MN",19,NA,NA,NA,0,NA,762,"Asia/Hovd","2012-01-17"
1515119,"Tsahildag Bulag Gol","Tsahildag Bulag Gol","",49.83333,92.51667,"H","STMI","MN","",19,NA,NA,NA,0,NA,1102,"Asia/Hovd","1994-01-14"
1515120,"Tsagarim Bayshing","Tsagarim Bayshing","Tsagarim Bayshin,Tsagarim Bayshing",46.81667,93.4,"P","PPL","MN","MN",12,NA,NA,NA,0,NA,2200,"Asia/Hovd","2012-01-17"
1515121,"Tsagaan-Uul","Tsagaan-Uul","",44.96667,98.03333,"P","PPL","MN","",10,NA,NA,NA,0,NA,2481,"Asia/Hovd","1994-01-14"
1515122,"Tsagaan Uul","Tsagaan Uul","Cha-kan-wu-la,Tsagaan Uul",48.03333,89.18333,"T","MT","MN","MN",3,NA,NA,NA,0,NA,3018,"Asia/Hovd","2012-01-17"
1515123,"Tsagaan Tünheiin Hüryee","Tsagaan Tunheiin Huryee","Tsagaan Tunheiin Huryee,Tsagaan Tünheiin Hüryee,Tsagan tunkhuin khure",49.06667,90.4,"P","PPL","MN","MN",3,NA,NA,NA,0,NA,1569,"Asia/Hovd","2012-01-17"
1515124,"Tsagaantüngi","Tsagaantungi","Altantsogts,Altantsögts,Tsagaantungi,Tsagaantüngi",49.05,90.45,"P","PPLA2","MN","",3,NA,NA,NA,0,NA,1602,"Asia/Hovd","2012-01-17"
1515125,"Tsagaan Tologoyn Hural","Tsagaan Tologoyn Hural","Tsagaan Tologoyn Hural,Tsagan Tologoin khural",48.88333,97.7,"P","PPL","MN","MN",9,NA,NA,NA,0,NA,2217,"Asia/Hovd","2012-01-17"
1515126,"Tsagaan Tologoy Bulag","Tsagaan Tologoy Bulag","",43.16667,96.61667,"H","SPNG","MN","",10,NA,NA,NA,0,NA,1714,"Asia/Hovd","1994-01-14"
1515127,"Khrebet Tsagan-Shibetu","Khrebet Tsagan-Shibetu","Khrebet Tsagan-Shibetu,Khrebet Tsagen Shibetu,Tsagaan Shibeete,Tsagaan Shiveet Uul,Tsagaan Shiweet Uul,Tsagan-Sheebotu Ula,Tsagan-Shibotu",50.41667,90.66667,"T","MTS","MN","RU",0,NA,NA,NA,0,NA,2620,"Asia/Hovd","2014-03-06"
1515128,"Tsagaan Shal","Tsagaan Shal","Ch'ia-ho Kou,Ch’ia-ho Kou,Tsagaan Shal",45.15,91.43333,"H","RVN","MN","CN",0,NA,NA,NA,0,NA,1206,"Asia/Hovd","2014-03-06"
1515129,"Tsagaan Salaa","Tsagaan Salaa","Ch'a-kan-sa-la,Ch’a-kan-sa-la,Tsagaan Salaa",46.33333,90.95,"H","STM","MN","MN",12,NA,NA,NA,0,NA,1445,"Asia/Hovd","2012-01-17"
1515130,"Tsagaan Ovoonï Aarag","Tsagaan Ovooni Aarag","Ch'a-kan-ao-pao-ni-a-jih-ko,Ch’a-kan-ao-pao-ni-a-jih-ko,Tsagaan Ovooni Aarag,Tsagaan Ovoonï Aarag",42.63333,99.61667,"T","MT","MN","MN",14,NA,NA,NA,0,NA,1164,"Asia/Ulaanbaatar","2012-01-17"
1515131,"Tsagaan-Olom","Tsagaan-Olom","Taishir,Tayshir,Taïshir,Tsagan Olom,Tsagan olon",46.71327,96.52588,"P","PPLA2","MN","MN",10,NA,NA,NA,0,NA,1645,"Asia/Hovd","2007-10-22"
1515132,"Tsagaan-Obot Davaa","Tsagaan-Obot Davaa","",49.01667,89.31667,"T","PASS","MN","",3,NA,NA,NA,0,NA,2038,"Asia/Hovd","1994-01-14"
1515133,"Tsagaan Oboo","Tsagaan Oboo","Tsagaan Oboo,Tsagan obo",42.71667,99.43333,"S","CARN","MN","MN",2,NA,NA,NA,0,NA,1246,"Asia/Ulaanbaatar","2012-01-17"
1515134,"Tsagaan Nuurïn Gol","Tsagaan Nuurin Gol","Tsagaan Nuurin Gol,Tsagaan Nuurïn Gol,Tsagaan nuriin gol,Tsagan-Nuriin-Gol,Tsagan-norin-kol,Tsagan-nurin-gol",49.5,90.41667,"H","STM","MN","MN",3,NA,NA,NA,0,NA,1434,"Asia/Hovd","2012-01-17"
1515135,"Tsagaan Salaa","Tsagaan Salaa","",49.12343,88.25506,"H","STM","MN","",3,NA,NA,NA,0,NA,2299,"Asia/Hovd","2014-08-06"
1515136,"Tsagaannuur","Tsagaannuur","Cagan-Nur,Tsagaannuur,Tsagan-nur,Цаган-Нур",49.50938,89.73289,"P","PPL","MN","",3,NA,NA,NA,200,NA,2110,"Asia/Hovd","2013-09-12"
1515137,"Tsagaan Nuur","Tsagaan Nuur","",49.9,94.85,"H","LK","MN","",19,NA,NA,NA,0,NA,1259,"Asia/Hovd","1994-01-14"
1515138,"Tsagaan Nuur","Tsagaan Nuur","",49.5,89.76667,"H","LK","MN","",3,NA,NA,NA,0,NA,2172,"Asia/Hovd","1994-01-14"
1515139,"Tsagaan Nuur","Tsagaan Nuur","Ozero Tsagan nur,Tsagaan Nuur",48.93333,95.26667,"H","LK","MN","MN",19,NA,NA,NA,0,NA,1469,"Asia/Hovd","2012-01-17"
