"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification date"
1515222,"Taryaanii Jisa","Taryaanii Jisa","Taryaanii Jisa,Taryani chzhisa",46.05,99.16667,"P","PPL","MN","MN",2,NA,NA,NA,0,NA,1710,"Asia/Ulaanbaatar","2012-01-17"
1515223,"Tarvagatayn Nuruu","Tarvagatayn Nuruu","Gory Tarbagatay,Khrebet Tarbagatay,Talhagntai Range,Tarbagatai Ula,Tarbagatay Nuruu,Tarbagatayn Nuruu,Tarvagatay Nuruu,Tarvagatayn Nuruu,Tarwagatain Nuruu,Tarwagataïn Nuruu",48.33333,99,"T","MTS","MN","MN",0,NA,NA,NA,0,NA,2607,"Asia/Hovd","2012-01-17"
1515224,"Ikhe-Tayrisin Gol","Ikhe-Tayrisin Gol","Ikhe Tayrigin Gol,Ikhe-Tayrisin Gol,Ikhe-Tayrisin-Gol,Kys-Tarys,Tairis River,Tarisin Gol,Tarisïn Gol,Tayris,Tayris River,Yihe Tayrisiin Gol",50.4,98.26667,"H","STM","MN","RU",0,NA,NA,NA,0,NA,1882,"Asia/Ulaanbaatar","2014-03-06"
1515225,"Tarhatay","Tarhatay","Karaul Tarkhaty,Kitayskiy Piket Tarkhaty,T'a-erh-ha-t'u-i,Tarhatay,Taruhatoui,T’a-erh-ha-t’u-i",49.26667,88.6,"P","PPL","MN","MN",3,NA,NA,NA,0,NA,2754,"Asia/Hovd","2012-01-17"
1515226,"Targil Davaa","Targil Davaa","T'a-erh-chi-le-ta-fan,Targil Davaa,T’a-erh-chi-le-ta-fan",47.08333,90.81667,"T","PASS","MN","MN",3,NA,NA,NA,0,NA,2819,"Asia/Hovd","2012-01-17"
1515227,"Tamchiyn Davaa","Tamchiyn Davaa","Tamchiin Dawaa,Tamchiyn Davaa,Tamchiïn Dawaa",45.83333,94.01667,"T","PASS","MN","MN",10,NA,NA,NA,0,NA,2947,"Asia/Hovd","2012-01-17"
1515228,"Tamch","Tamch","Demuchii,Tamch,Tamchi,Tamchi Somon,Tamchi Suma,Tamchi Sume,Tamchi sumu",46.1,93.88333,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,2171,"Asia/Hovd","2012-01-17"
1515229,"Talshand","Talshand","Chandmani,Chandmanĭ,Chindamani,Chindamani Somon,Chindamani Suma,Talshand",45.33333,97.98333,"P","PPLA2","MN","",10,NA,NA,NA,0,NA,2283,"Asia/Hovd","2012-01-17"
1515230,"Tal Nuur","Tal Nuur","Dala Kol,Dala Köl,Dalay-kul',Dalay-kul’,Ozero Dala-kul,Ozero Tal-nor,Tal Nuur,Tal-nur,Tala Nuur",48.05,90.16667,"H","LK","MN","MN",3,NA,NA,NA,0,NA,2576,"Asia/Hovd","2012-01-17"
1515231,"T’a-la-yin-mo-erh-t’e-hsin-wen-to-erh-ao-pao","T'a-la-yin-mo-erh-t'e-hsin-wen-to-erh-ao-pao","T'a-la-yin-mo-erh-t'e-hsin-wen-to-erh-ao-pao,Talin Meltesiyn Ondor Ovoo Uul,Talïn Meltesiyn Öndör Ovoo Uul,T’a-la-yin-mo-erh-t’e-hsin-wen-to-erh-ao-pao",42.88333,96.35,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1269,"Asia/Hovd","2014-03-06"
1515232,"Talïn Har Uul","Talin Har Uul","T'a-lin-ha-erh-wu-la,Talin Har Uul,Talïn Har Uul,T’a-lin-ha-erh-wu-la",46.36667,91,"T","MT","MN","MN",12,NA,NA,NA,0,NA,1513,"Asia/Hovd","2012-01-17"
1515233,"Talïn Har Tolgoy","Talin Har Tolgoy","T'a-lin-ha-erh-t'ao-le-kai,Talin Har Tolgoy,Talïn Har Tolgoy,T’a-lin-ha-erh-t’ao-le-kai",43.16667,96.01667,"T","MT","MN","MN",10,NA,NA,NA,0,NA,848,"Asia/Hovd","2012-01-17"
1515234,"Talïn Har Ovoo","Talin Har Ovoo","T'a-lin-ha-erh-ao-pao,Talin Har Ovoo,Talïn Har Ovoo,T’a-lin-ha-erh-ao-pao",42.61667,99.71667,"S","CARN","MN","MN",14,NA,NA,NA,0,NA,1127,"Asia/Ulaanbaatar","2012-01-17"
1515235,"T’a-lin-tao-pu","T'a-lin-tao-pu","T'a-lin-pu,T'a-lin-tao-pu,Talin Dov,Talïn Dov,T’a-lin-pu,T’a-lin-tao-pu",42.73333,97.51667,"T","HLL","MN","CN",0,NA,NA,NA,0,NA,1141,"Asia/Hovd","2014-03-06"
1515236,"Taldin Bulag","Taldin Bulag","",48.46667,92.01667,"H","SPNG","MN","",12,NA,NA,NA,0,NA,1660,"Asia/Hovd","1994-01-14"
1515237,"Tald Gol","Tald Gol","T'a-le-te-kao-le,Tald Gol,T’a-le-te-kao-le",48.06667,89.28333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2621,"Asia/Hovd","2012-01-17"
1515238,"Talaiin Shobogor Uula","Talaiin Shobogor Uula","Gora Talain Shobugur ula,Talaiin Shobogor Uul,Talaiin Shobogor Uula",44.15,97.18333,"T","MT","MN","",10,NA,NA,NA,0,NA,1274,"Asia/Hovd","2012-01-17"
1515239,"Talaiin Meltes Bulag","Talaiin Meltes Bulag","Rodnik Talain meltes bulak,Talaiin Meltes Bulag",43,96.56667,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,1391,"Asia/Hovd","2012-01-17"
1515240,"Talaiin Hudag","Talaiin Hudag","Kolodets Talain khuduk,Talaiin Hudag,Talayn khuduk Well",45.4,99.05,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1616,"Asia/Ulaanbaatar","2012-01-17"
1515241,"Taht Har Uul","Taht Har Uul","T'a-ho-t'e-ha-erh-wu-la,Taht Har Uul,T’a-ho-t’e-ha-erh-wu-la",42.78333,96.6,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1356,"Asia/Hovd","2012-01-17"
1515242,"Tahtay Uul","Tahtay Uul","T'a-ho-t'ai,Tahtay Uul,T’a-ho-t’ai",45.18333,91.16667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2708,"Asia/Hovd","2014-03-06"
1515243,"T’a-hei-yin-wu-chu-erh-ta-fan","T'a-hei-yin-wu-chu-erh-ta-fan","T'a-hei-yin-wu-chu-erh-ta-fan,Tahiyn Udzuur Davaa,Tahiyn Üdzüür Davaa,T’a-hei-yin-wu-chu-erh-ta-fan",44.95,93.41667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,2434,"Asia/Hovd","2014-03-06"
1515244,"Tahiyn Shar Nuruu","Tahiyn Shar Nuruu","Khrebet Takin-Shara-Nuru,Su-hai-t'u Shan,Su-hai-t’u Shan,Tahain Shara Nuruu,Tahiyn Shar Nuruu,Takhiin Shar Nuruu,Takhiïn Shar Nuruu",45,93.5,"T","MTS","MN","CN",0,NA,NA,NA,0,NA,2006,"Asia/Hovd","2014-03-06"
1515245,"T’a-hei-la-ken-ta-fan","T'a-hei-la-ken-ta-fan","T'a-hei-la-ken-ta-fan,Tahiltin Davaa,Tahiltïn Davaa,T’a-hei-la-ken-ta-fan",48.8,87.81667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,2681,"Asia/Hovd","2014-03-06"
1515246,"Tahilta Öndör Uula","Tahilta Ondor Uula","Gora Takhiltu Undur ula,Tahilta Ondor Uul,Tahilta Ondor Uula,Tahilta Öndör Uul,Tahilta Öndör Uula",44.63333,96.1,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1886,"Asia/Hovd","2012-01-17"
1515247,"Tahilt","Tahilt","Tsogt,Tsogto Suma,Tsogtu,Tsogtu Somon,Tsogtu Sumu,Tsokt somon",45.3466,96.6457,"P","PPLA2","MN","MN",10,NA,NA,NA,0,NA,2300,"Asia/Hovd","2007-10-22"
1515248,"Tahilaga Gol","Tahilaga Gol","T'a-hei-le-ka-kao-le,Tahilaga Gol,T’a-hei-le-ka-kao-le",48.83333,87.93333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2396,"Asia/Hovd","2012-01-17"
1515249,"Tahaiin Usa","Tahaiin Usa","Rodnik Takhiin Usu,Tahaiin Usa",45.5,92.5,"H","SPNG","MN","MN",12,NA,NA,NA,0,NA,1219,"Asia/Hovd","2012-01-17"
1515251,"Taban Hayrhan Uula","Taban Hayrhan Uula","Gora Tabun khayrkhan ula,Taban Hayrhan Uula,Tavan Hayrhan Uul",47.5,93.58333,"T","MT","MN","MN",12,NA,NA,NA,0,NA,1183,"Asia/Hovd","2012-01-17"
1515252,"Su-pu-erh-ka Shan","Su-pu-erh-ka Shan","Su-pu-erh-ka Shan,Suvraga Uul",46.21667,90.98333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1682,"Asia/Hovd","2014-03-06"
1515253,"Su-pu-erh-ka-pu-le-pa","Su-pu-erh-ka-pu-le-pa","Su-pu-erh-ka-pu-le-pa,Suvraga Ovoo",46.21667,90.95,"S","CARN","MN","CN",0,NA,NA,NA,0,NA,1783,"Asia/Hovd","2014-03-06"
1515254,"Su-le-ha-erh-wu-la","Su-le-ha-erh-wu-la","Su-le-ha-erh-wu-la,Suul Har Uul,Süül Har Uul",45.53333,90.66667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1289,"Asia/Ulaanbaatar","2014-03-06"
1515255,"Süüji Nuur","Suuji Nuur","",49.31667,92.1,"H","LK","MN","",19,NA,NA,NA,0,NA,1578,"Asia/Hovd","1994-01-14"
1515256,"Süüjiin Hudag","Suujiin Hudag","Kolodets Suchzhiin khuduk,Sujiin Khuduk,Suujiin Hudag,Süüjiin Hudag",44.83333,96.91667,"H","WLL","MN","MN",10,NA,NA,NA,0,NA,1249,"Asia/Hovd","2012-01-17"
1515257,"Sutay Uul","Sutay Uul","Suday,Sutai Uul,Sutay Uul,Sutaï Uul",46.58333,93.63333,"T","MTS","MN","MN",0,NA,NA,NA,0,NA,3293,"Asia/Hovd","2012-01-17"
1515258,"Suok Nuur","Suok Nuur","",48.96667,88.53333,"H","LK","MN","",3,NA,NA,NA,0,NA,2338,"Asia/Hovd","1994-01-14"
1515259,"Sundayryk Gol","Sundayryk Gol","",48.51667,88.5,"H","STM","MN","",3,NA,NA,NA,0,NA,2104,"Asia/Hovd","1994-01-14"
1515260,"Sundalta Bayshing","Sundalta Bayshing","Sundalta Bayshin,Sundalta Bayshing,Sundultu Bayshing",46.18333,95.13333,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,1011,"Asia/Hovd","2012-01-17"
1515261,"Sunayk Uul","Sunayk Uul","Su-nai-k'o,Su-nai-k’o,Sunayk Uul",46.98333,90.75,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2879,"Asia/Hovd","2014-03-06"
1515262,"Sümeteyn Tsatsal Uula","Sumeteyn Tsatsal Uula","Gora Sumetuin tsatsal ula,Mount Sumetuyn tsatsal ula,Sumeteyn Tsatsal Uula,Sümeteyn Tsatsal Uula",46.95,99.6,"T","MT","MN","MN",2,NA,NA,NA,0,NA,2835,"Asia/Ulaanbaatar","2012-01-17"
1515263,"Sümeiin Hiid","Sumeiin Hiid","Sumeiin Hiid,Sumein khid,Sumeyn Khid,Sümeiin Hiid",45.16667,98.98333,"P","PPL","MN","MN",2,NA,NA,NA,0,NA,2619,"Asia/Ulaanbaatar","2012-01-17"
1515264,"Sumdayrag Uul","Sumdayrag Uul","Su-mu-tai-erh-ko-wu-la,Sumdayrag Uul",48.4,88.5,"T","MT","MN","MN",3,NA,NA,NA,0,NA,3057,"Asia/Hovd","2012-01-17"
1515265,"Su-mu-tai-erh-ken-ta-fan","Su-mu-tai-erh-ken-ta-fan","Su-mu-tai-erh-ken-ta-fan,Sumdayragiyn Davaa",48.4,88.41667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,2775,"Asia/Hovd","2014-03-06"
1515266,"Sümber","Sumber","Suember,Sumbehr,Sumber,Sümber,Сумбэр",50.15806,99.51611,"P","PPL","MN","",13,NA,NA,NA,0,NA,1956,"Asia/Ulaanbaatar","2012-01-17"
1515267,"Suhayt Sayr","Suhayt Sayr","Su-hai-t'u-kou,Su-hai-t’u-kou,Suhayt Sayr",44.91667,93.61667,"H","RVN","MN","CN",0,NA,NA,NA,0,NA,1747,"Asia/Hovd","2014-03-06"
1515268,"Su-hai-t’ing Shan","Su-hai-t'ing Shan","Su-hai-t'ing Shan,Su-hai-t’ing Shan,Suhaytin Nuruu,Suhaytïn Nuruu",44.3,95.91667,"T","MTS","MN","CN",0,NA,NA,NA,0,NA,1633,"Asia/Hovd","2014-03-06"
1515269,"Hsiao-sha-erh-pu-la-ko Kou","Hsiao-sha-erh-pu-la-ko Kou","Hsiao-sha-erh-pu-la-ko Kou,Suhaytin Hondiy,Suhaytïn Hondiy",46.15,90.96667,"H","RVN","MN","CN",0,NA,NA,NA,0,NA,1147,"Asia/Hovd","2014-03-06"
1515270,"Suhaytayn Bulag","Suhaytayn Bulag","Rodnik Sukhaytiin bulak,Suhaytayn Bulag",45.1,96.61667,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,1272,"Asia/Hovd","2012-01-17"
1515271,"Suhaytayn Bulag","Suhaytayn Bulag","",45.06667,96.63333,"P","PPL","MN","",10,NA,NA,NA,0,NA,1221,"Asia/Hovd","1994-01-14"
1515272,"Sudayn Hüryee","Sudayn Huryee","Sotay'iin hurie,Sotay’iin hürie,Sudain,Suday Khure,Sudayn Huryee,Sudayn Hüryee,Sudayn hurie,Sudayn hürie,Sudayn-khure",46.8,93.63333,"P","PPL","MN","MN",12,NA,NA,NA,0,NA,1937,"Asia/Hovd","2012-01-17"
1515273,"Subarga Hudag","Subarga Hudag","Kolodets Suburga khuduk,Subarga Hudag",47.6,94.16667,"H","WLL","MN","MN",10,NA,NA,NA,0,NA,1447,"Asia/Hovd","2012-01-17"
1515274,"Ai-erh-ka-i-t’i Kou","Ai-erh-ka-i-t'i Kou","Ai-erh-ka-i-t'i Kou,Ai-erh-ka-i-t’i Kou,Sortiyn Sayr,Sörtiyn Sayr",45,92.93333,"H","WAD","MN","CN",0,NA,NA,NA,0,NA,1352,"Asia/Hovd","2014-03-06"
1515275,"Su-erh-t’ing-pa-jun Shan","Su-erh-t'ing-pa-jun Shan","Sortiyn Baruun Nuruu,Su-erh-t'ing-pa-jun Shan,Su-erh-t’ing-pa-jun Shan,Sörtiyn Baruun Nuruu",45.03333,92.9,"T","MTS","MN","CN",0,NA,NA,NA,0,NA,1999,"Asia/Hovd","2014-03-06"
1515276,"Suoku","Suoku","Karaul Suok,Kitayskiy Piket Sulok',Kitayskiy Piket Sulok’,So-k'o,So-kuo-k'o,So-kuo-k’o,So-k’o,So-li-k'o,So-li-k’o,So-o-k'o,So-o-k’o,Soog,Suok,Suoku,Söög",49.38333,89,"P","PPL","MN","",3,NA,NA,NA,0,NA,2539,"Asia/Hovd","2012-01-17"
1515277,"Songinot Uul","Songinot Uul","Songinot Uul,Sung-ken-t'e,Sung-ken-t’e",45.01667,92.3,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2586,"Asia/Hovd","2014-03-06"
1515278,"Songino Hayrhan Uul","Songino Hayrhan Uul","Songino Haynhan Uul",48.85,95.36667,"T","MT","MN","",9,NA,NA,NA,0,NA,1808,"Asia/Hovd","2007-11-03"
1515279,"Songino","Songino","Songina,Songina somon,Songina sumu,Songino,Songino Sum,Songino Suma,Сонгино,Сонгино Сум",48.88333,95.88333,"A","ADM2","MN","MN",9,1515279,NA,NA,0,NA,1983,"Asia/Hovd","2014-12-22"
1515280,"Sang-te-kai-wu-lan","Sang-te-kai-wu-lan","Sang-te-kai-wu-lan,Sondgoy Ulaan Tolgoy",44.2,95.36667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,990,"Asia/Hovd","2014-03-06"
1515281,"Somon Hayrhan Uul","Somon Hayrhan Uul","",44.53333,97.83333,"T","MTS","MN","",10,NA,NA,NA,0,NA,1673,"Asia/Hovd","1994-01-14"
1515282,"So-mi-yin-ta-fan","So-mi-yin-ta-fan","So-mi-yin-ta-fan,Somin Davaa,Somïn Davaa",48.83333,87.78333,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,2657,"Asia/Hovd","2014-03-06"
1515283,"Sogoogiyn Gol","Sogoogiyn Gol","Sogoo Giin Gol,Sogoo Giïn Gol,Sogoogiyn Gol,Sok Gol,Soog Gol,Souk,Suogin Gol,Suoguin-Gol,Suok,Sök Gol,Söög Gol",49.01667,89.45,"H","STM","MN","MN",3,NA,NA,NA,0,NA,1767,"Asia/Hovd","2012-01-17"
1515284,"Sogaty Gol","Sogaty Gol","",48.7,88.78333,"H","STM","MN","",3,NA,NA,NA,0,NA,2264,"Asia/Hovd","1994-01-14"
1515285,"Sodvon Uul","Sodvon Uul","Gora Sodbun,Sodvon Uul",48.06667,98.5,"T","MT","MN","MN",0,NA,NA,NA,0,NA,2784,"Asia/Ulaanbaatar","2012-01-17"
1515286,"Khrebet Saylyugem","Khrebet Saylyugem","Khrebet Sailyugem,Khrebet Sailyugemski,Khrebet Saylyugem,Khrebet Saylyugemiin-Nuru,Khrebet Saylyugemskiy,Kolyvan Altai,Sai-liu-ko-mu Ling,Sai-liu-ko-mu Shan,Sailughem Mountains,Sairyugemu Sammyaku,Shai-liu-ko-ming-nu-lu Shan-mo,Siljugem Mountains,Silyughema,Siylhemiyn Nuruu,Siylugemiyn Nuruu,Siylügemiyn Nuruu",49.5,89,"T","MTS","MN","RU",0,NA,NA,NA,0,NA,2586,"Asia/Hovd","2014-03-06"
1515287,"Hongshan Tou","Hongshan Tou","Hongshan Tou,Siyhiyn Ulaan Tolgoy",46.11667,91.01667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1187,"Asia/Hovd","2014-03-06"
1515288,"Shuustïn Gol","Shuustin Gol","",47.8,96.66667,"H","STM","MN","",9,NA,NA,NA,0,NA,2209,"Asia/Hovd","1994-01-14"
1515289,"Shuurgat Uul","Shuurgat Uul","Shu-erh-ka-t'e-wu-la,Shu-erh-ka-t’e-wu-la,Shuurgat Uul",45.01667,92.33333,"T","MT","MN","MN",12,NA,NA,NA,0,NA,2823,"Asia/Hovd","2012-01-17"
1515290,"Shu-erh-ta-ken-ao-jui","Shu-erh-ta-ken-ao-jui","Shu-erh-ta-ken-ao-jui,Shuurdagiyn Uul",45,92.33333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2445,"Asia/Hovd","2014-03-06"
1515291,"Ha-erh-ch’i-ka-t’e","Ha-erh-ch'i-ka-t'e","Ha-erh-ch'i-ka-t'e,Ha-erh-ch’i-ka-t’e,Shuugiatin Gol,Shuugiatïn Gol",46.66667,91.03333,"H","STM","MN","CN",0,NA,NA,NA,0,NA,2426,"Asia/Hovd","2014-03-06"
1515292,"Shuragiin Gol","Shuragiin Gol","Reka Shuruk,Shuragiin Gol,Shurugiin Gol,Shurugin Gol",47.51667,96.31667,"H","STM","MN","MN",9,NA,NA,NA,0,NA,1549,"Asia/Hovd","2012-01-17"
1515293,"Shumuultay","Shumuultay","Bulnay,Shumuultay",48.78333,98.28333,"P","PPL","MN","MN",9,NA,NA,NA,0,NA,1769,"Asia/Hovd","2012-01-17"
1515294,"Jiangao Shan","Jiangao Shan","Jiangao Shan,Shovh Ondor Uul,Shovh Öndör Uul",44.88333,93.7,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1575,"Asia/Hovd","2014-03-06"
1515295,"Shovgor Har Uul","Shovgor Har Uul","K'o-erh-wei-shao-ku-erh-wu-la,K’o-erh-wei-shao-ku-erh-wu-la,Shovgor Har Uul",48.3,88.56667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,3107,"Asia/Hovd","2014-03-06"
1515296,"Shiver Gol","Shiver Gol","Shiber Gol,Shiver Gol,Shiwer Gol",49.13333,90.96667,"H","STM","MN","MN",3,NA,NA,NA,0,NA,1385,"Asia/Hovd","2012-01-17"
1515297,"Shiveet Uul","Shiveet Uul","Hsi-po-t'e Shan,Hsi-po-t’e Shan,Shiveet Uul",45.08333,91.56667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2059,"Asia/Hovd","2014-03-06"
1515299,"Shirten Hooloy Gobi","Shirten Hooloy Gobi","Chourtyn-kholi-gobi,Hsiu-erh-t'eng-ho-lo-lei Sha-mo-p'ing-yuan,Hsiu-erh-t’eng-ho-lo-lei Sha-mo-p’ing-yüan,Kholoy Gobi,Shirten Desert,Shirten Hooloy Gobi,Shirten Kholoy Gobi,Shirten Khoolay Gobi,Shurtin Kholin Gobi,Shurutin-hori-gobi Sha-mo,Shurutïn-horï-gobi Sha-mo,Shyurtin Kholi Gobi,Shyurtyn-Kholy-Gobi",42.5,98.75,"T","DSRT","MN","MN",0,NA,NA,NA,0,NA,1001,"Asia/Ulaanbaatar","2014-03-06"
1515300,"Shiriin Serbeng Uula","Shiriin Serbeng Uula","Gora Shiriin serbeng ula,Mount Shiriin Sarbeng Ula,Shiriin Serben Uula,Shiriin Serbeng Uul,Shiriin Serbeng Uula",45.58333,93.56667,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1727,"Asia/Hovd","2012-01-17"
1515301,"Shireegiyn Gol","Shireegiyn Gol","Shireegiyn Gol,Shurgin-Gol",47.55,96.45,"H","STM","MN","MN",9,NA,NA,NA,0,NA,1589,"Asia/Hovd","2012-01-17"
1515302,"Shireegiin Hudag","Shireegiin Hudag","Kolodets Shiregiin khuduk,Shireegiin Hudag",43.03333,98.55,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1615,"Asia/Ulaanbaatar","2012-01-17"
1515303,"Shiree","Shiree","Tsagaan Hayrhan Suma,Tsagaan hayrhan sumu,Tsagaanhayrhan,Tsagaankhairkhan,Tsagaankhaïrkhan,Tsagan Hayrhan,Tsagan Khayrkhan somon,Tsagan-Khayrkhan",47.49714,96.80311,"P","PPLA2","MN","MN",9,NA,NA,NA,0,NA,1828,"Asia/Hovd","2007-10-28"
1515304,"Shine Say Uul","Shine Say Uul","Sha-nei-sai-i-wu-la,Shine Say Uul",48.03333,89.01667,"T","MT","MN","MN",3,NA,NA,NA,0,NA,2388,"Asia/Hovd","2012-01-17"
1515305,"Shiliin Uula","Shiliin Uula","Gora Shiliin ula,Shiliin Uul,Shiliin Uula",43.56667,99.08333,"T","MT","MN","MN",2,NA,NA,NA,0,NA,840,"Asia/Ulaanbaatar","2012-01-17"
1515306,"Shibeeteyn Ulaan Uula","Shibeeteyn Ulaan Uula","Gora Shivetiin ulan ula,Shibeeteyn Ulaan Uul,Shibeeteyn Ulaan Uula",44.46667,95.8,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1795,"Asia/Hovd","2012-01-17"
1515307,"Shibeen Gol","Shibeen Gol","",49.28333,92.41667,"H","STMI","MN","",19,NA,NA,NA,0,NA,1177,"Asia/Hovd","1994-01-14"
1515308,"K’o-k’o-sai-i Kou","K'o-k'o-sai-i Kou","K'o-k'o-sai-i Kou,K’o-k’o-sai-i Kou,Sheerengiyn Hondiy,Sheerengiyn Höndiy",46.55,91.06667,"H","RVN","MN","CN",0,NA,NA,NA,0,NA,2296,"Asia/Hovd","2014-03-06"
1515309,"Shavar Gol","Shavar Gol","Shavar Gol,Shawar Gol",49.5,97.18333,"H","STM","MN","MN",13,NA,NA,NA,0,NA,1666,"Asia/Ulaanbaatar","2012-01-17"
1515310,"Shavar Aaragiyn Ovoo","Shavar Aaragiyn Ovoo","Sha-pa-erh-a-erh-ken-ao-pao,Shavar Aaragiyn Ovoo",42.58333,99.28333,"S","CARN","MN","MN",2,NA,NA,NA,0,NA,1013,"Asia/Ulaanbaatar","2012-01-17"
1515311,"Shatsagay Nuur","Shatsagay Nuur","",49.21667,91.26667,"H","LK","MN","",19,NA,NA,NA,0,NA,1780,"Asia/Hovd","1994-01-14"
1515312,"Shar Us Gol","Shar Us Gol","Reka Shary-usu,Sha-lei-wu-su Ho,Shar Us Gol,Shara Usa Gol,Shara Ussu,Shara Usu Gol,Shari Usu,Shiri-usu Kawa",47.13333,97.63333,"H","STM","MN","MN",0,NA,NA,NA,0,NA,2154,"Asia/Hovd","2012-01-17"
1515313,"Sha-erh-wu-ha-ken-tsung-ha-la-t’ao-le-kai","Sha-erh-wu-ha-ken-tsung-ha-la-t'ao-le-kai","Sha-erh-wu-ha-ken-tsung-ha-la-t'ao-le-bpkai,Sha-erh-wu-ha-ken-tsung-ha-la-t'ao-le-kai,Sha-erh-wu-ha-ken-tsung-ha-la-t’ao-le-bpkai,Sha-erh-wu-ha-ken-tsung-ha-la-t’ao-le-kai,Shar Uhaagiyn Dzuun Har Tolgoy,Shar Uhaagiyn Dzüün Har Tolgoy",43.4,95.85,"T","MT","MN","CN",0,NA,NA,NA,0,NA,638,"Asia/Hovd","2014-03-06"
1515314,"Shar Toyrom","Shar Toyrom","Sha-erh-t'ui-jao-mu,Sha-erh-t’ui-jao-mu,Shar Toyrom",42.65,99.83333,"H","MRSH","MN","MN",14,NA,NA,NA,0,NA,1066,"Asia/Ulaanbaatar","2012-01-17"
1515315,"Shar Nuur","Shar Nuur","",48.76667,89.85,"H","LK","MN","",3,NA,NA,NA,0,NA,1965,"Asia/Hovd","1994-01-14"
1515316,"Shariljit Uul","Shariljit Uul","Sha-jih-le-chi-t'e-wu-la,Sha-jih-le-chi-t’e-wu-la,Shariljit Uul",46.6,91.05,"T","MT","MN","MN",12,NA,NA,NA,0,NA,2375,"Asia/Hovd","2012-01-17"
1515317,"Xiaohongshan Gou","Xiaohongshan Gou","Shar Hotoliyn Sayr,Shar Hötöliyn Sayr,Xiaohongshan Gou",45,92.98333,"H","WAD","MN","CN",0,NA,NA,NA,0,NA,1965,"Asia/Hovd","2014-03-06"
1515318,"Sha-erh-ha-ma-erh-wu-la","Sha-erh-ha-ma-erh-wu-la","Sha-erh-ha-ma-erh-wu-la,Shar Hamar Uul",48.1,88.83333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2894,"Asia/Hovd","2014-03-06"
1515319,"Sha-erh-ha-ma-erh Shan","Sha-erh-ha-ma-erh Shan","Sha-erh-ha-ma-erh Shan,Shar Hamar Uul",45.01667,92.41667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2511,"Asia/Hovd","2014-03-06"
1515320,"Pa-t’e-la-hsia Ho","Pa-t'e-la-hsia Ho","Pa-t'e-la-hsia Ho,Pa-t’e-la-hsia Ho,Shar Hamarin Gol,Shar Hamarïn Gol",47.95,89.45,"H","STM","MN","CN",0,NA,NA,NA,0,NA,1938,"Asia/Hovd","2014-03-06"
1515321,"Shar-govĭ Gol","Shar-govi Gol","",48.26667,89.63333,"H","STM","MN","",3,NA,NA,NA,0,NA,2153,"Asia/Hovd","1994-01-14"
1515322,"Shargïn Honhor","Shargin Honhor","Shargin Honhor,Shargïn Honhor,Vpadina Shargain-gobi",46.25,95,"T","DPR","MN","MN",10,NA,NA,NA,0,NA,964,"Asia/Hovd","2012-01-17"
1515323,"Shargïn Govĭ","Shargin Govi","Shargin Govi,Shargyn Gow',Shargyn Gow’,Shargïn Govĭ",46.31667,94.91667,"T","DSRT","MN","MN",10,NA,NA,NA,0,NA,1066,"Asia/Hovd","2012-01-17"
1515324,"Shargïn Gol","Shargin Gol","Reka Sharga,Reka Sherga,Shargaiin Gol,Shargain gol,Shargin Gol,Shargyn Gol,Shargïn Gol,Sheruga Ho",51.35,99.41667,"H","STM","MN","MN",13,NA,NA,NA,0,NA,1537,"Asia/Ulaanbaatar","2012-01-17"
1515325,"Shargin Gol","Shargin Gol","",46.01667,95.85,"H","STM","MN","",10,NA,NA,NA,0,NA,1168,"Asia/Hovd","1994-01-14"
