"id","group","geonameid","name","asciiname","alternatenames","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification.date","longitude","latitude"
839,5,2031436,"emteynduganG","Emteyn Dugang","Emteyn Dugang,Emtuin dugang","P","PPL","MN","MN",21,NA,NA,NA,0,NA,1258,"Asia/Ulaanbaatar","2012-01-17",102.052446215717,49.860152347038
84,8,1515502,"narabanchiniihüryeE","Narabanchinii Huryee","Kurya Narvanchi-Gygena,Na-erh-wan-ch'ih Miao,Na-erh-wan-ch'ih-ko-kai-na,Na-erh-wan-ch’ih Miao,Na-erh-wan-ch’ih-ko-kai-na,Narabanchinii Huryee,Narabanchinii Hüryee,Narobanchin'i hurie,Narobanchini-Khure,Narobanchin’i hürie,Narubancheni Khure,Narubanchin Khure,Narubanchini Khure,Narubanchini hurie,Naruunchigigen,Naruunchigïgen","P","PPL","MN","MN",10,NA,NA,NA,0,NA,1733,"Asia/Hovd","2012-01-17",96.8096320974459,46.6168985790807
840,6,2031453,"eligenjisA","Eligen Jisa","Eligen Jisa,Eligen chzhisa","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1324,"Asia/Ulaanbaatar","2012-01-17",107.837469563134,46.7699079309343
841,6,2031456,"eligenhuraL","Eligen Hural","Eligen Hural,Eligen Khural","P","PPL","MN","MN",7,NA,NA,NA,0,NA,1247,"Asia/Ulaanbaatar","2012-01-17",108.140281015841,44.520844809167
842,6,2031457,"eligendeesE","Eligen Deese","Eligen Deese,Eligen Des","P","PPL","MN","MN",24,NA,NA,NA,0,NA,1196,"Asia/Ulaanbaatar","2012-01-17",109.020400797824,46.7885592021182
843,6,2031462,"eleseniitsagaanoboohuraL","Elesenii Tsagaan Oboo Hural","Elesenii Tsagaan Oboo Hural,Elestuin-tsagan-obo-khural,Elesunoy Tsagan Obo Khural,Elesunyy Tsagan Obo Khural,Elesunyy-Tsagan-Obo-Khure,Elesunöy Tsagan Obo Khural","P","PPL","MN","MN",7,NA,NA,NA,0,NA,1167,"Asia/Ulaanbaatar","2012-01-17",110.724449916146,43.3088851347289
844,6,2031479,"ehindzagiinhuraL","Ehin Dzagiin Hural","Ehin Dzag Hural,Ehin Dzagiin Hural,Ekhin Dzagyn-khure,Ekhin tszag khural","P","PPL","MN","MN",14,NA,NA,NA,0,NA,1187,"Asia/Ulaanbaatar","2012-01-17",104.943819480485,42.4160365668789
845,6,2031488,"dzuutaynjisA","Dzuutayn Jisa","Dzuutayn Jisa,Tszutuin chzhisa,Tszutuyn chzhisa","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1488,"Asia/Ulaanbaatar","2012-01-17",105.672577646855,45.999639250085
846,6,2031493,"dzüüntsorgO","Dzuun Tsorgo","Dzuun Tsorgo,Dzüün Tsorgo,Tszun tsorga","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1439,"Asia/Ulaanbaatar","2012-01-17",107.70531469418,45.9031420544499
847,6,2031508,"dzüünsalaaniiduganG","Dzuun Salaanii Dugang","Dzuun Salaanii Dugan,Dzuun Salaanii Dugang,Dzüün Salaanii Dugan,Dzüün Salaanii Dugang,Tszun salanyy dugang","P","PPL","MN","MN",20,NA,NA,NA,0,NA,1699,"Asia/Ulaanbaatar","2012-01-17",106.802895874144,47.9514353124483
848,6,2031512,"dzüünmuhaR","Dzuun Muhar","Dzueuen Muhar,Dzun-Mukhar,Dzuun Muhar,Dzüün Muhar,Tszun Mukhur,Дзун-Мухар","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1230,"Asia/Ulaanbaatar","2012-01-17",106.236089617838,48.2171367938556
849,6,2031514,"dzuunmodoniiduganG","Dzuun Modonii Dugang","Dzuun Modonii Dugang,Tszun modoni dugang","P","PPL","MN","MN",1,NA,NA,NA,0,NA,2203,"Asia/Ulaanbaatar","2012-01-17",100.139832767457,47.5897548579047
85,8,1515504,"namiriinhüryeE","Namiriin Huryee","Namiran Huree,Namiran Hüree,Namiriin Huryee,Namiriin Hüryee,Namiriin hurie,Namiriin hürie,Namiriin khure","P","PPL","MN","MN",19,NA,NA,NA,0,NA,1608,"Asia/Hovd","2012-01-17",91.743819847862,49.0912471512747
